"School Year","Enrolled School ID","Enrolled School Name","Enrolled School Zip Code","Catchment School ID","Catchment School Name","Catchment School Zip Code","Student Counts"
"2017-2018","2340","McCall, Gen. George A. School","19106","3422","Philadelphia Charter For Arts and Sciences","19124","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","3424","Universal Charter Alcorn","19146","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","3428","G.L.A. Charter at Huey","19143","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","4300","Heston, Edward School","19131","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","4320","Lamberton, Robert E Elementary","19151","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","5330","Hunter, William H. School","19133","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","5340","Ludlow, James R. School","19122","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","5420","Welsh, John School","19133","2"
"2017-2018","2340","McCall, Gen. George A. School","19106","5470","Cramp, William School","19140","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","5480","Kearny, Gen. Philip School","19123","6"
"2017-2018","2340","McCall, Gen. George A. School","19106","5560","Spring Garden School","19123","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","6210","Edmonds, Franklin S. School","19150","3"
"2017-2018","2340","McCall, Gen. George A. School","19106","6320","Mifflin, Thomas School","19129","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","7130","Wagner, Gen. Louis Middle Sch.","19126","3"
"2017-2018","2340","McCall, Gen. George A. School","19106","7260","Ellwood School","19126","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","7400","Olney Elementary School","19120","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","7510","Bethune, Mary McLeod School","19140","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","8140","Meehan, Austin Middle School","19152","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","8250","Forrest, Edwin School","19136","1"
"2017-2018","2340","McCall, Gen. George A. School","19106","Data Not Available","Data Not Available","Data Not Available","4"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1200","Barry, John Elementary School","19139","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1260","Comegys, Benjamin B. School","19143","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1300","Harrington, Avery D. School","19143","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1370","Mitchell Elementary School","19143","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1380","Morton, Thomas G. School","19142","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1400","Patterson, John M. School","19142","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1410","Rhoads, James School","19139","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1460","Anderson, Add B. School","19143","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","1470","Locke, Alain School","19139","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2260","Childs, George W. School","19146","10"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2320","Girard, Stephen School","19145","4"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2370","McDaniel, Delaplaine School","19145","308"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2390","Morris, Robert School","19121","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2450","Stanton, Edwin M. School","19146","4"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2470","Greenfield, Albert M. School","19103","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2480","Arthur, Chester A. School","19146","3"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2580","Kirkbride, Eliza B. School","19147","3"
"2017-2018","2370","McDaniel, Delaplaine School","19145","2640","Southwark School","19148","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","3406","Aspira Charter at Stetson","19134","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","3407","Mastery Charter at Harrity","19143","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","3412","Mastery Charter at Frederick Douglass","19121","4"
"2017-2018","2370","McDaniel, Delaplaine School","19145","3415","Mastery Charter at Clymer","19133","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","3418","Universal Charter Vare","19145","12"
"2017-2018","2370","McDaniel, Delaplaine School","19145","3424","Universal Charter Alcorn","19146","31"
"2017-2018","2370","McDaniel, Delaplaine School","19145","3426","Mastery Charter at Pastorius","19138","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","4270","Dick, William School","19121","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","4570","Meade, Gen. George G. School","19121","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","5200","Adaire, Alexander School","19125","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","6260","Houston, Henry H. School","19119","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","6360","Roosevelt Elementary School","19144","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","6410","Cook-Wissahickon School","19128","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","7130","Wagner, Gen. Louis Middle Sch.","19126","2"
"2017-2018","2370","McDaniel, Delaplaine School","19145","7530","Rowen, William School","19126","1"
"2017-2018","2370","McDaniel, Delaplaine School","19145","Data Not Available","Data Not Available","Data Not Available","28"
"2017-2018","2380","Meredith, William M. School","19147","1130","Tilden Middle School","19142","3"
"2017-2018","2380","Meredith, William M. School","19147","1360","McMichael, Morton School","19104","1"
"2017-2018","2380","Meredith, William M. School","19147","1370","Mitchell Elementary School","19143","1"
"2017-2018","2380","Meredith, William M. School","19147","1440","Penrose School","19153","1"
"2017-2018","2380","Meredith, William M. School","19147","1490","Blankenburg, Rudolph School","19131","1"
"2017-2018","2380","Meredith, William M. School","19147","2190","Fell, D. Newlin School","19148","12"
"2017-2018","2380","Meredith, William M. School","19147","2210","Bache-Martin School","19130","1"
"2017-2018","2380","Meredith, William M. School","19147","2240","Bregy, F. Amedee School","19145","10"
"2017-2018","2380","Meredith, William M. School","19147","2260","Childs, George W. School","19146","2"
"2017-2018","2380","Meredith, William M. School","19147","2320","Girard, Stephen School","19145","2"
"2017-2018","2380","Meredith, William M. School","19147","2340","McCall, Gen. George A. School","19106","2"
"2017-2018","2380","Meredith, William M. School","19147","2370","McDaniel, Delaplaine School","19145","1"
"2017-2018","2380","Meredith, William M. School","19147","2380","Meredith, William M. School","19147","462"
"2017-2018","2380","Meredith, William M. School","19147","2450","Stanton, Edwin M. School","19146","3"
"2017-2018","2380","Meredith, William M. School","19147","2470","Greenfield, Albert M. School","19103","1"
"2017-2018","2380","Meredith, William M. School","19147","2480","Arthur, Chester A. School","19146","2"
"2017-2018","2380","Meredith, William M. School","19147","2510","Jackson, Andrew School","19147","7"
"2017-2018","2380","Meredith, William M. School","19147","2580","Kirkbride, Eliza B. School","19147","4"
"2017-2018","2380","Meredith, William M. School","19147","2590","Nebinger, George W. School","19147","8"
"2017-2018","2380","Meredith, William M. School","19147","2630","Sharswood, George School","19148","4"
"2017-2018","2380","Meredith, William M. School","19147","2640","Southwark School","19148","5"
"2017-2018","2380","Meredith, William M. School","19147","2690","Taggart, John H. School","19148","2"
"2017-2018","2380","Meredith, William M. School","19147","2720","Vare-Washington Elementary","19147","10"
"2017-2018","2380","Meredith, William M. School","19147","3407","Mastery Charter at Harrity","19143","1"
"2017-2018","2380","Meredith, William M. School","19147","3418","Universal Charter Vare","19145","6"
"2017-2018","2380","Meredith, William M. School","19147","3422","Philadelphia Charter For Arts and Sciences","19124","1"
"2017-2018","2380","Meredith, William M. School","19147","3423","Memphis St. Charter at J.P. Jones","19134","2"
"2017-2018","2380","Meredith, William M. School","19147","3424","Universal Charter Alcorn","19146","3"
"2017-2018","2380","Meredith, William M. School","19147","4240","Cassidy, Lewis C Academics Plus","19151","1"
"2017-2018","2380","Meredith, William M. School","19147","5160","Penn Treaty High School","19125","1"
"2017-2018","2380","Meredith, William M. School","19147","5340","Ludlow, James R. School","19122","1"
"2017-2018","2380","Meredith, William M. School","19147","5480","Kearny, Gen. Philip School","19123","1"
"2017-2018","2380","Meredith, William M. School","19147","5560","Spring Garden School","19123","1"
"2017-2018","2380","Meredith, William M. School","19147","6320","Mifflin, Thomas School","19129","1"
"2017-2018","2380","Meredith, William M. School","19147","6470","Kelly, John B. School","19144","1"
"2017-2018","2380","Meredith, William M. School","19147","7110","Harding, Warren G. Middle Sch","19124","1"
"2017-2018","2380","Meredith, William M. School","19147","7220","Carnell, Laura H. School","19111","1"
"2017-2018","2380","Meredith, William M. School","19147","7330","Lawton, Henry W. School","19135","1"
"2017-2018","2380","Meredith, William M. School","19147","7370","Washington, Grover Jr. Middle","19120","1"
"2017-2018","2380","Meredith, William M. School","19147","7500","Feltonville Arts & Sciences","19120","1"
"2017-2018","2380","Meredith, William M. School","19147","8210","Brown, Joseph H. School","19136","1"
"2017-2018","2380","Meredith, William M. School","19147","Data Not Available","Data Not Available","Data Not Available","2"
"2017-2018","2390","Morris, Robert School","19121","1260","Comegys, Benjamin B. School","19143","4"
"2017-2018","2390","Morris, Robert School","19121","1340","Lea, Henry C.","19139","1"
"2017-2018","2390","Morris, Robert School","19121","1350","Longstreth, William C. School","19143","2"
"2017-2018","2390","Morris, Robert School","19121","1360","McMichael, Morton School","19104","2"
"2017-2018","2390","Morris, Robert School","19121","1470","Locke, Alain School","19139","3"
"2017-2018","2390","Morris, Robert School","19121","2210","Bache-Martin School","19130","2"
"2017-2018","2390","Morris, Robert School","19121","2370","McDaniel, Delaplaine School","19145","1"
"2017-2018","2390","Morris, Robert School","19121","2390","Morris, Robert School","19121","233"
"2017-2018","2390","Morris, Robert School","19121","2480","Arthur, Chester A. School","19146","1"
"2017-2018","2390","Morris, Robert School","19121","2490","Waring, Laura W. School","19130","2"
"2017-2018","2390","Morris, Robert School","19121","3407","Mastery Charter at Harrity","19143","1"
"2017-2018","2390","Morris, Robert School","19121","3412","Mastery Charter at Frederick Douglass","19121","3"
"2017-2018","2390","Morris, Robert School","19121","3420","Mastery Charter at Cleveland","19140","1"
"2017-2018","2390","Morris, Robert School","19121","3423","Memphis St. Charter at J.P. Jones","19134","1"
"2017-2018","2390","Morris, Robert School","19121","3428","G.L.A. Charter at Huey","19143","1"
"2017-2018","2390","Morris, Robert School","19121","4220","Blaine, James G. School","19121","1"
"2017-2018","2390","Morris, Robert School","19121","4270","Dick, William School","19121","3"
"2017-2018","2390","Morris, Robert School","19121","4440","Allen, Dr. Ethel School","19132","1"
"2017-2018","2390","Morris, Robert School","19121","4460","Duckrey, Tanner School","19121","1"
"2017-2018","2390","Morris, Robert School","19121","4470","Wright, Richard R. School","19132","1"
"2017-2018","2390","Morris, Robert School","19121","4560","Kelley, William D. School","19121","10"
"2017-2018","2390","Morris, Robert School","19121","4570","Meade, Gen. George G. School","19121","7"
"2017-2018","2390","Morris, Robert School","19121","5160","Penn Treaty High School","19125","1"
"2017-2018","2390","Morris, Robert School","19121","5200","Adaire, Alexander School","19125","1"
"2017-2018","2390","Morris, Robert School","19121","5320","Hartranft, John F. School","19133","2"
"2017-2018","2390","Morris, Robert School","19121","5340","Ludlow, James R. School","19122","2"
"2017-2018","2390","Morris, Robert School","19121","5350","McKinley, William School","19122","1"
"2017-2018","2390","Morris, Robert School","19121","5480","Kearny, Gen. Philip School","19123","1"
"2017-2018","2390","Morris, Robert School","19121","5500","Marshall, Thurgood School","19120","1"
"2017-2018","2390","Morris, Robert School","19121","5680","Munoz-Marin, Hon Luis School","19140","1"
"2017-2018","2390","Morris, Robert School","19121","6200","Day, Anna B. School","19138","3"
"2017-2018","2390","Morris, Robert School","19121","6360","Roosevelt Elementary School","19144","2"
"2017-2018","2390","Morris, Robert School","19121","7110","Harding, Warren G. Middle Sch","19124","1"
"2017-2018","2390","Morris, Robert School","19121","7300","Hopkinson, Francis School","19124","1"
"2017-2018","2390","Morris, Robert School","19121","Data Not Available","Data Not Available","Data Not Available","1"
"2017-2018","2410","Girard Academic Music Program","19145","1010","Bartram, John High School","19142","15"
"2017-2018","2410","Girard Academic Music Program","19145","1020","West Philadelphia High School","19139","5"
"2017-2018","2410","Girard Academic Music Program","19145","1100","Sayre, William L. High School","19139","10"
"2017-2018","2410","Girard Academic Music Program","19145","1130","Tilden Middle School","19142","24"
"2017-2018","2410","Girard Academic Music Program","19145","1200","Barry, John Elementary School","19139","2"
"2017-2018","2410","Girard Academic Music Program","19145","1230","Bryant, William C. School","19143","1"
"2017-2018","2410","Girard Academic Music Program","19145","1260","Comegys, Benjamin B. School","19143","2"
"2017-2018","2410","Girard Academic Music Program","19145","1280","Penn Alexander School","19104","8"
"2017-2018","2410","Girard Academic Music Program","19145","1290","Hamilton, Andrew School","19139","2"
"2017-2018","2410","Girard Academic Music Program","19145","1300","Harrington, Avery D. School","19143","3"
"2017-2018","2410","Girard Academic Music Program","19145","1340","Lea, Henry C.","19139","1"
"2017-2018","2410","Girard Academic Music Program","19145","1360","McMichael, Morton School","19104","3"
"2017-2018","2410","Girard Academic Music Program","19145","1370","Mitchell Elementary School","19143","1"
"2017-2018","2410","Girard Academic Music Program","19145","1410","Rhoads, James School","19139","1"
"2017-2018","2410","Girard Academic Music Program","19145","1440","Penrose School","19153","1"
"2017-2018","2410","Girard Academic Music Program","19145","1460","Anderson, Add B. School","19143","3"
"2017-2018","2410","Girard Academic Music Program","19145","1470","Locke, Alain School","19139","1"
"2017-2018","2410","Girard Academic Music Program","19145","2000","South Philadelphia H.S.","19148","54"
"2017-2018","2410","Girard Academic Music Program","19145","2010","Franklin, Benjamin High School","19130","11"
"2017-2018","2410","Girard Academic Music Program","19145","2160","Furness, Horace High School","19148","34"
"2017-2018","2410","Girard Academic Music Program","19145","2190","Fell, D. Newlin School","19148","25"
"2017-2018","2410","Girard Academic Music Program","19145","2210","Bache-Martin School","19130","14"
"2017-2018","2410","Girard Academic Music Program","19145","2240","Bregy, F. Amedee School","19145","24"
"2017-2018","2410","Girard Academic Music Program","19145","2260","Childs, George W. School","19146","7"
"2017-2018","2410","Girard Academic Music Program","19145","2340","McCall, Gen. George A. School","19106","10"
"2017-2018","2410","Girard Academic Music Program","19145","2370","McDaniel, Delaplaine School","19145","3"
"2017-2018","2410","Girard Academic Music Program","19145","2380","Meredith, William M. School","19147","10"
"2017-2018","2410","Girard Academic Music Program","19145","2390","Morris, Robert School","19121","2"
"2017-2018","2410","Girard Academic Music Program","19145","2450","Stanton, Edwin M. School","19146","5"
"2017-2018","2410","Girard Academic Music Program","19145","2470","Greenfield, Albert M. School","19103","2"
"2017-2018","2410","Girard Academic Music Program","19145","2490","Waring, Laura W. School","19130","6"
"2017-2018","2410","Girard Academic Music Program","19145","2510","Jackson, Andrew School","19147","6"
"2017-2018","2410","Girard Academic Music Program","19145","2520","Jenks, Abram School","19148","2"
"2017-2018","2410","Girard Academic Music Program","19145","2540","Key, Francis Scott School","19148","3"
"2017-2018","2410","Girard Academic Music Program","19145","2580","Kirkbride, Eliza B. School","19147","5"
"2017-2018","2410","Girard Academic Music Program","19145","2590","Nebinger, George W. School","19147","4"
"2017-2018","2410","Girard Academic Music Program","19145","2630","Sharswood, George School","19148","2"
"2017-2018","2410","Girard Academic Music Program","19145","2640","Southwark School","19148","14"
"2017-2018","2410","Girard Academic Music Program","19145","2690","Taggart, John H. School","19148","2"
"2017-2018","2410","Girard Academic Music Program","19145","2720","Vare-Washington Elementary","19147","2"
"2017-2018","2410","Girard Academic Music Program","19145","3407","Mastery Charter at Harrity","19143","2"
"2017-2018","2410","Girard Academic Music Program","19145","3410","Universal Charter Bluford","19131","1"
"2017-2018","2410","Girard Academic Music Program","19145","3411","Universal Charter Daroff","19139","1"
"2017-2018","2410","Girard Academic Music Program","19145","3412","Mastery Charter at Frederick Douglass","19121","1"
"2017-2018","2410","Girard Academic Music Program","19145","3414","Aspira Olney Charter High","19120","1"
"2017-2018","2410","Girard Academic Music Program","19145","3416","Mastery Charter at Gratz","19140","2"
"2017-2018","2410","Girard Academic Music Program","19145","3417","Universal Charter Audenried","19145","44"
"2017-2018","2410","Girard Academic Music Program","19145","3418","Universal Charter Vare","19145","35"
"2017-2018","2410","Girard Academic Music Program","19145","3419","Lindley Academy Charter at Birney","19141","1"
"2017-2018","2410","Girard Academic Music Program","19145","3422","Philadelphia Charter For Arts and Sciences","19124","2"
"2017-2018","2410","Girard Academic Music Program","19145","3423","Memphis St. Charter at J.P. Jones","19134","4"
"2017-2018","2410","Girard Academic Music Program","19145","3424","Universal Charter Alcorn","19146","6"
"2017-2018","2410","Girard Academic Music Program","19145","3428","G.L.A. Charter at Huey","19143","5"
"2017-2018","2410","Girard Academic Music Program","19145","4020","Overbrook High School","19131","14"
"2017-2018","2410","Girard Academic Music Program","19145","4140","Strawberry Mansion High School","19121","2"
"2017-2018","2410","Girard Academic Music Program","19145","4240","Cassidy, Lewis C Academics Plus","19151","2"
"2017-2018","2410","Girard Academic Music Program","19145","4280","Gompers, Samuel School","19131","2"
"2017-2018","2410","Girard Academic Music Program","19145","4300","Heston, Edward School","19131","1"
"2017-2018","2410","Girard Academic Music Program","19145","4320","Lamberton, Robert E Elementary","19151","1"
"2017-2018","2410","Girard Academic Music Program","19145","4350","Rhodes Elementary School","19132","3"
"2017-2018","2410","Girard Academic Music Program","19145","4370","Overbrook Elementary School","19151","3"
"2017-2018","2410","Girard Academic Music Program","19145","4440","Allen, Dr. Ethel School","19132","1"
"2017-2018","2410","Girard Academic Music Program","19145","4460","Duckrey, Tanner School","19121","1"
"2017-2018","2410","Girard Academic Music Program","19145","4570","Meade, Gen. George G. School","19121","2"
"2017-2018","2410","Girard Academic Music Program","19145","5020","Edison, Thomas A. High School","19140","2"
"2017-2018","2410","Girard Academic Music Program","19145","5160","Penn Treaty High School","19125","14"
"2017-2018","2410","Girard Academic Music Program","19145","5200","Adaire, Alexander School","19125","6"
"2017-2018","2410","Girard Academic Music Program","19145","5210","Brown, Henry A. School","19125","1"
"2017-2018","2410","Girard Academic Music Program","19145","5250","Dunbar, Paul L. School","19122","2"
"2017-2018","2410","Girard Academic Music Program","19145","5330","Hunter, William H. School","19133","1"
"2017-2018","2410","Girard Academic Music Program","19145","5340","Ludlow, James R. School","19122","3"
"2017-2018","2410","Girard Academic Music Program","19145","5480","Kearny, Gen. Philip School","19123","3"
"2017-2018","2410","Girard Academic Music Program","19145","5560","Spring Garden School","19123","2"
"2017-2018","2410","Girard Academic Music Program","19145","5700","Kensington High School","19125","4"
"2017-2018","2410","Girard Academic Music Program","19145","6030","Roxborough High School","19128","10"
"2017-2018","2410","Girard Academic Music Program","19145","6060","King, Martin Luther High Sch.","19138","12"
"2017-2018","2410","Girard Academic Music Program","19145","6250","Henry, Charles W. School","19119","6"
"2017-2018","2410","Girard Academic Music Program","19145","6260","Houston, Henry H. School","19119","5"
"2017-2018","2410","Girard Academic Music Program","19145","6320","Mifflin, Thomas School","19129","2"
"2017-2018","2410","Girard Academic Music Program","19145","6360","Roosevelt Elementary School","19144","6"
"2017-2018","2410","Girard Academic Music Program","19145","6380","Shawmont School","19128","3"
"2017-2018","2410","Girard Academic Music Program","19145","6410","Cook-Wissahickon School","19128","3"
"2017-2018","2410","Girard Academic Music Program","19145","6440","Lingelbach, Anna L. School","19144","2"
"2017-2018","2410","Girard Academic Music Program","19145","6470","Kelly, John B. School","19144","1"
"2017-2018","2410","Girard Academic Music Program","19145","7010","Frankford High School","19124","8"
"2017-2018","2410","Girard Academic Music Program","19145","7110","Harding, Warren G. Middle Sch","19124","2"
"2017-2018","2410","Girard Academic Music Program","19145","7120","Fels, Samuel High School","19124","5"
"2017-2018","2410","Girard Academic Music Program","19145","7130","Wagner, Gen. Louis Middle Sch.","19126","6"
"2017-2018","2410","Girard Academic Music Program","19145","7370","Washington, Grover Jr. Middle","19120","2"
"2017-2018","2410","Girard Academic Music Program","19145","7470","Bridesburg School","19137","4"
"2017-2018","2410","Girard Academic Music Program","19145","7500","Feltonville Arts & Sciences","19120","1"
"2017-2018","2410","Girard Academic Music Program","19145","7730","Clemente, Roberto Middle Schl","19140","3"
"2017-2018","2410","Girard Academic Music Program","19145","8010","Lincoln, Abraham High School","19136","2"
"2017-2018","2410","Girard Academic Music Program","19145","8020","Northeast High School","19111","4"
"2017-2018","2410","Girard Academic Music Program","19145","8030","Washington, George High School","19116","4"
"2017-2018","2410","Girard Academic Music Program","19145","8120","Wilson, Woodrow Middle School","19111","3"
"2017-2018","2410","Girard Academic Music Program","19145","8140","Meehan, Austin Middle School","19152","2"
"2017-2018","2410","Girard Academic Music Program","19145","8160","Baldi Middle School","19115","2"
"2017-2018","2410","Girard Academic Music Program","19145","8210","Brown, Joseph H. School","19136","2"
"2017-2018","2410","Girard Academic Music Program","19145","8240","Disston, Hamilton School","19135","2"
"2017-2018","2410","Girard Academic Music Program","19145","8250","Forrest, Edwin School","19136","1"
"2017-2018","2410","Girard Academic Music Program","19145","8300","Mayfair School","19149","1"
"2017-2018","2410","Girard Academic Music Program","19145","8390","Fitzpatrick, A. L. School","19154","1"
"2017-2018","2410","Girard Academic Music Program","19145","8410","Pollock, Robert B. School","19152","1"
"2017-2018","2410","Girard Academic Music Program","19145","Data Not Available","Data Not Available","Data Not Available","5"
"2017-2018","2450","Stanton, Edwin M. School","19146","1260","Comegys, Benjamin B. School","19143","4"
"2017-2018","2450","Stanton, Edwin M. School","19146","1370","Mitchell Elementary School","19143","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","1460","Anderson, Add B. School","19143","2"
"2017-2018","2450","Stanton, Edwin M. School","19146","1490","Blankenburg, Rudolph School","19131","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","2260","Childs, George W. School","19146","16"
"2017-2018","2450","Stanton, Edwin M. School","19146","2320","Girard, Stephen School","19145","3"
"2017-2018","2450","Stanton, Edwin M. School","19146","2340","McCall, Gen. George A. School","19106","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","2370","McDaniel, Delaplaine School","19145","8"
"2017-2018","2450","Stanton, Edwin M. School","19146","2450","Stanton, Edwin M. School","19146","170"
"2017-2018","2450","Stanton, Edwin M. School","19146","2480","Arthur, Chester A. School","19146","6"
"2017-2018","2450","Stanton, Edwin M. School","19146","2510","Jackson, Andrew School","19147","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","2540","Key, Francis Scott School","19148","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","2590","Nebinger, George W. School","19147","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","2640","Southwark School","19148","4"
"2017-2018","2450","Stanton, Edwin M. School","19146","3407","Mastery Charter at Harrity","19143","3"
"2017-2018","2450","Stanton, Edwin M. School","19146","3410","Universal Charter Bluford","19131","2"
"2017-2018","2450","Stanton, Edwin M. School","19146","3424","Universal Charter Alcorn","19146","15"
"2017-2018","2450","Stanton, Edwin M. School","19146","4240","Cassidy, Lewis C Academics Plus","19151","2"
"2017-2018","2450","Stanton, Edwin M. School","19146","4300","Heston, Edward School","19131","2"
"2017-2018","2450","Stanton, Edwin M. School","19146","4460","Duckrey, Tanner School","19121","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","7510","Bethune, Mary McLeod School","19140","5"
"2017-2018","2450","Stanton, Edwin M. School","19146","8140","Meehan, Austin Middle School","19152","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","8410","Pollock, Robert B. School","19152","1"
"2017-2018","2450","Stanton, Edwin M. School","19146","Data Not Available","Data Not Available","Data Not Available","4"
"2017-2018","2470","Greenfield, Albert M. School","19103","1130","Tilden Middle School","19142","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","1230","Bryant, William C. School","19143","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","1250","Catharine, Joseph School","19142","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","1260","Comegys, Benjamin B. School","19143","5"
"2017-2018","2470","Greenfield, Albert M. School","19103","1280","Penn Alexander School","19104","4"
"2017-2018","2470","Greenfield, Albert M. School","19103","1290","Hamilton, Andrew School","19139","2"
"2017-2018","2470","Greenfield, Albert M. School","19103","1300","Harrington, Avery D. School","19143","4"
"2017-2018","2470","Greenfield, Albert M. School","19103","1340","Lea, Henry C.","19139","14"
"2017-2018","2470","Greenfield, Albert M. School","19103","1350","Longstreth, William C. School","19143","2"
"2017-2018","2470","Greenfield, Albert M. School","19103","1360","McMichael, Morton School","19104","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","1390","Powel, Samuel School","19104","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","1400","Patterson, John M. School","19142","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","1440","Penrose School","19153","3"
"2017-2018","2470","Greenfield, Albert M. School","19103","1470","Locke, Alain School","19139","3"
"2017-2018","2470","Greenfield, Albert M. School","19103","1490","Blankenburg, Rudolph School","19131","2"
"2017-2018","2470","Greenfield, Albert M. School","19103","1580","MYA-Middle Years Alternative","19139","4"
"2017-2018","2470","Greenfield, Albert M. School","19103","2050","Science Leadership Academy MS","19104","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","2190","Fell, D. Newlin School","19148","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","2210","Bache-Martin School","19130","13"
"2017-2018","2470","Greenfield, Albert M. School","19103","2260","Childs, George W. School","19146","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","2320","Girard, Stephen School","19145","4"
"2017-2018","2470","Greenfield, Albert M. School","19103","2340","McCall, Gen. George A. School","19106","4"
"2017-2018","2470","Greenfield, Albert M. School","19103","2370","McDaniel, Delaplaine School","19145","8"
"2017-2018","2470","Greenfield, Albert M. School","19103","2380","Meredith, William M. School","19147","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","2390","Morris, Robert School","19121","11"
"2017-2018","2470","Greenfield, Albert M. School","19103","2450","Stanton, Edwin M. School","19146","8"
"2017-2018","2470","Greenfield, Albert M. School","19103","2470","Greenfield, Albert M. School","19103","402"
"2017-2018","2470","Greenfield, Albert M. School","19103","2480","Arthur, Chester A. School","19146","12"
"2017-2018","2470","Greenfield, Albert M. School","19103","2490","Waring, Laura W. School","19130","7"
"2017-2018","2470","Greenfield, Albert M. School","19103","2510","Jackson, Andrew School","19147","11"
"2017-2018","2470","Greenfield, Albert M. School","19103","2540","Key, Francis Scott School","19148","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","2580","Kirkbride, Eliza B. School","19147","5"
"2017-2018","2470","Greenfield, Albert M. School","19103","2630","Sharswood, George School","19148","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","2690","Taggart, John H. School","19148","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","2720","Vare-Washington Elementary","19147","2"
"2017-2018","2470","Greenfield, Albert M. School","19103","3407","Mastery Charter at Harrity","19143","2"
"2017-2018","2470","Greenfield, Albert M. School","19103","3408","Mastery Charter at Mann","19131","2"
"2017-2018","2470","Greenfield, Albert M. School","19103","3410","Universal Charter Bluford","19131","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","3411","Universal Charter Daroff","19139","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","3418","Universal Charter Vare","19145","5"
"2017-2018","2470","Greenfield, Albert M. School","19103","3419","Lindley Academy Charter at Birney","19141","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","3420","Mastery Charter at Cleveland","19140","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","3422","Philadelphia Charter For Arts and Sciences","19124","3"
"2017-2018","2470","Greenfield, Albert M. School","19103","3423","Memphis St. Charter at J.P. Jones","19134","1"
"2017-2018","2470","Greenfield, Albert M. School","19103","3424","Universal Charter Alcorn","19146","5"
"2017-2018","2470","Greenfield, Albert M. School","19103","3428","G.L.A. Charter at Huey","19143","3"
"2017-2018","2470","Greenfield, Albert M. School","19103","4240","Cassidy, Lewis C Academics Plus","19151","7"
